patent_id,patent_title,patent_date
10030070,"Human anti-IL-23 antibodies, compositions, methods and uses",2018-07-24
10030071,Antibody which specifically reacts with human integrin A6B4,2018-07-24
10030072,Method of generating antibodies,2018-07-24
10030073,Antibodies against human CSF-1R and uses thereof,2018-07-24
10030074,Methods of inducing or enhancing an immune response in a subject having cancer by administering GITR antibodies,2018-07-24
10030075,Methods of treating with anti-PSGL-1 antibodies,2018-07-24
10030076,Antibodies against glioma biomarkers,2018-07-24
10030077,"Innovative discovery of therapeutic, diagnostic, and antibody compositions related to protein fragments of cysteinyl-tRNA synthetase",2018-07-24
10030078,Process for molecular weight reduction of ethersuccinylated polysaccharides,2018-07-24
10030079,End-functional conjugated diene-based polymer and manufacturing method therefor,2018-07-24
10030080,Method for preparing fine particles with enclosed voids and composition including fine particles,2018-07-24
10030081,Method for producing (meth)acrylic resin composition,2018-07-24
10030082,Catalyst components for the polymerization of olefins,2018-07-24
10030083,Polymers functionalized with protected oxime compounds containing a cyano group,2018-07-24
10030084,Tin-free catalyst-containing composition for a Monosil process with optimized process properties,2018-07-24
10030085,"Resin composition for solar cell encapsulant, and solar cell encapsulant and solar cell module using the same",2018-07-24
10030086,Methods for determining transition metal compound concentrations in multicomponent liquid systems,2018-07-24
10030087,Method for manufacturing fluoroelastomers,2018-07-24
10030088,Reactive monomers as comonomers for the production of polymers,2018-07-24
10030089,"Sugar free, statistical copolymers made from at least three monomers",2018-07-24
10030090,Non-halogenated flame retardant hindered amine light stabilizer impact modifiers,2018-07-24
10030091,Synthesis of organic-inorganic hybrid water soluble polymers in oil field applications,2018-07-24
10030092,"Multicomponent copolymer, rubber composition, and tire",2018-07-24
10030093,Cellulose nanofiber powder and method for producing the same,2018-07-24
10030094,Polyisocyanurate-based syntactic coating for offshore applications,2018-07-24
10030096,Copolycarbonate resin and method for preparing the same,2018-07-24
10030097,"Polyester-containing object made from melt-processing poly(ethylene-2,5-furandicarboxylate)",2018-07-24
10030098,Process for the preparation of defined functional lactic acid oligomers,2018-07-24
10030099,Digestion of keratin,2018-07-24
10030100,Method for producing formaldehyde-alkyl carbonate-copolymers,2018-07-24
10030101,Branched polycarbonate production method,2018-07-24
10030102,Catalysts,2018-07-24
10030103,Stable helical ionic polypeptides,2018-07-24
10030104,Ambient temperature curable isocyanate-free compositions for preparing crosslinked polyurethanes,2018-07-24
10030105,Low molecular weight products and use thereof as reversible or permanent low-temperature crosslinking agent in Diels-Alder reactions,2018-07-24
10030106,Method and catalyst system for preparing polymers and block copolymers,2018-07-24
10030107,Crosslinking rubber composition and crosslinked rubber production method,2018-07-24
10030108,Initiator or linker free functionalization of polyethylene resin with antimicrobial property and methods of fabrication thereof,2018-07-24
10030109,Polypropylene composite,2018-07-24
10030110,Composite plastic part with improved resistance to heat aging,2018-07-24
10030111,Film for liquid packaging containers and liquid packaging container,2018-07-24
10030112,Hybrid fluoropolymer composites,2018-07-24
10030113,Gas barrier film and method for producing it,2018-07-24
10030114,Method for producing polymer materials comprising gold,2018-07-24
10030115,"Heat-expandable microspheres, process for producing the same, and application thereof",2018-07-24
10030116,Rubber composition comprising a diene elastomer bearing imidazole functional groups randomly distributed along the chain,2018-07-24
10030117,Aliphatic polyester resin composition and aliphatic polyester resin molded article,2018-07-24
10030118,Polyacetal resin molded article,2018-07-24
10030119,Phtalate-free polyvinyl chloride plastisol compositions,2018-07-24
10030120,"Softener composition which contains tetrahydrofuran derivatives and 1,2-cyclohexane dicarboxylic acid esters",2018-07-24
10030121,Catalyst composition and process for obtaining a colored olefin polymer,2018-07-24
10030122,Curable compositions,2018-07-24
10030123,"Resin composition, resin molded article, and optical component",2018-07-24
10030124,Modified fillers for rubber compounding and masterbatches derived therefrom,2018-07-24
10030125,Thermoplastic based sulphur nanocomposites,2018-07-24
10030126,Filled polyurethane composites with lightweight fillers,2018-07-24
10030127,"Starch pre-blend, starch-filled rubber composition, and related processes",2018-07-24
10030128,"Elastomer composite blends, method and apparatus for producing same",2018-07-24
10030129,"Rubber composition for tire, tire, and method for manufacturing the tire",2018-07-24
10030130,Polystyrene and polylactic acid blends,2018-07-24
10030131,Pneumatic object provided with a gastight layer containing a thermoplastic elastomer and a thermoplastic,2018-07-24
10030132,Ethylene copolymer-modified plastisol,2018-07-24
10030133,Black photosensitive resin composition and use of same,2018-07-24
10030134,Acrylic thermoplastic resin composition and molded article thereof,2018-07-24
10030135,Biobased rubber modifiers for polymer blends,2018-07-24
10030136,Polyacetal resin composition and molded article thereof,2018-07-24
10030137,Intermediate for resin molded article and resin molded article,2018-07-24
10030138,High thermal conductivity thermoplastic resin composition with excellent injection moldability,2018-07-24
10030139,Reinforced flame retardant polycarbonate composition and molded article comprising same,2018-07-24
10030140,Fiber reinforced polyaryletherketone resin compositions,2018-07-24
10030141,"Resin composition, pre-preg, laminate, metal foil-clad laminate, and printed wiring board",2018-07-24
10030142,Polyester polyols and methods of making and using the same,2018-07-24
10030143,Ceramized silicone resin composition and pre-preg and laminate that use the composition,2018-07-24
10030144,Organopolysiloxane compositions which can be crosslinked by means of a condensation reaction,2018-07-24
10030145,Rejuvenation of reclaimed asphalt,2018-07-24
10030146,"Thermoset modified additive for asphalt mixture, preparation method thereof and asphalt mixture",2018-07-24
10030147,Composition comprising esters of lignin and oil or fatty acids,2018-07-24
10030148,Bio-plastic composite containing brewer's spent grains and a method for making the same,2018-07-24
10030149,Enhanced thermoset resins containing pre-treated natural origin cellulosic fillers,2018-07-24
10030150,Fine magnesium oxide particle dispersion liquid and method for producing same,2018-07-24
10030151,Primer compositions for non-stick coatings and method for manufacturing same,2018-07-24
10030152,High elastic primer composition,2018-07-24
10030153,Surface treating composition and method of use,2018-07-24
10030154,"Powder material for three-dimensional modeling, material set for 3D modeling, method of manufacturing three-dimensional object, device for manufacturing three-dimensional object, and three-dimensional object",2018-07-24
10030155,Graphene nanodispersion and method for preparing same,2018-07-24
10030156,"Conductive paste for forming conductive film for semiconductor devices, semiconductor device, and method for producing semiconductor device",2018-07-24
10030157,"Electrically conductive, transparent, translucent, and/or reflective materials",2018-07-24
10030158,Ink,2018-07-24
10030159,"Active-energy-ray-curable composition, active-energy-ray-curable ink, two-dimensional or three-dimensional image forming method, two-dimensional or three-dimensional image forming apparatus, and cured material",2018-07-24
10030160,Pigment composites comprising synergists and polymer coatings,2018-07-24
10030161,Methods for preparation of concentrated graphene compositions and related composite materials,2018-07-24
10030162,Process for preparing transparent/semi-transparent color dispersions and the color dispersions made thereof,2018-07-24
10030163,Coating agent aqueous dispersion,2018-07-24
10030164,Optical fiber coating and composition,2018-07-24
10030165,Arylcyclobutenes,2018-07-24
10030166,Coating composition,2018-07-24
10030167,Method for producing blade member,2018-07-24
10030168,High refractive index material,2018-07-24
10030169,Solventless release coating organopolysiloxane composition and sheet-form substrate having cured release coating,2018-07-24
10030170,Wear resistant transparent coating,2018-07-24
10030171,Wax coating and associated methods of use,2018-07-24
10030172,"Abrasive, abrasive set, and method for polishing substrate",2018-07-24
10030173,"Pressure-sensitive adhesive microcapsule, pressure-sensitive adhesive microcapsule-containing liquid, gluing sheet and method for manufacturing same, and method for manufacturing laminate",2018-07-24
10030174,Composite sheet for forming protective film,2018-07-24
10030175,Opacifying label,2018-07-24
10030176,Electrically conductive adhesives comprising fluoroelastomers,2018-07-24
10030177,Bio-based binder systems,2018-07-24
10030178,Hot-melt adhesive,2018-07-24
10030179,Granular adhesive agent,2018-07-24
10030180,"Adhesive film, adhesive composition for the same, and display member including the same",2018-07-24
10030181,"Modified polyvinyl alcohol resins and adhesive, polarizer, and display device containing the same",2018-07-24
10030182,Pressure sensitive adhesives based on fatty acids,2018-07-24
10030183,Cross-linkable masses based on organyl-oxysilane-terminated polymers,2018-07-24
10030184,Addition one part curing type heat-conductive silicone grease composition,2018-07-24
10030185,Hydrofluoroether olefins and methods of using same,2018-07-24
10030186,Heat transfer medium,2018-07-24
10030187,Polymer-based drilling fluids containing non-biodegradable particulates and methods for use thereof,2018-07-24
10030188,"Nano-hybrid lubricant and method thereof, and oil-based drilling fluid",2018-07-24
